secs,km,power,hr,cad,alt
0,0,185,123,63,1344.4
1,0,202,124,62,1343.4
2,0,200,124,63,1343
3,0,202,125,63,1343
12,0,0,128,64,1347.6
13,0.00587,218,129,63,1347.8
14,0.01055,226,129,65,1348
15,0.01473,237,129,65,1348.6
16,0.01903,237,130,64,1349
17,0.02299,225,130,65,1349.2
18,0.02687,230,130,66,1349.4
19,0.03065,221,130,67,1349.6
20,0.03464,221,130,67,1349.6
21,0.03843,218,130,67,1350
22,0.04238,218,131,66,1350.2
23,0.04611,235,131,67,1350.4
24,0.04984,229,131,66,1350.6
25,0.05361,234,131,67,1351
26,0.05745,238,131,66,1351.2
27,0.06144,230,132,67,1351.6
28,0.06532,230,132,67,1351.6
29,0.06922,240,133,67,1350.8
30,0.07301,242,132,68,1350.6
31,0.07692,233,133,68,1350.6
32,0.08085,233,133,68,1350.8
33,0.0847,229,133,67,1350.8
34,0.08854,224,134,67,1351
35,0.09229,204,134,67,1351.4
36,0.09625,194,134,67,1351.6
37,0.10021,184,134,67,1351.6
38,0.10415,186,135,67,1351.8
39,0.10813,197,135,65,1351.8
40,0.11205,186,135,65,1352
41,0.11593,212,135,65,1352.2
42,0.1198,212,135,65,1352.6
43,0.12382,231,135,66,1353.4
44,0.12778,243,135,66,1353.4
45,0.13166,226,135,66,1353.6
46,0.13547,226,136,65,1353.8
47,0.13934,250,136,66,1354
48,0.14321,253,136,67,1354.2
49,0.14715,231,136,66,1354.6
50,0.15105,235,136,66,1354.8
51,0.15496,243,136,66,1355
52,0.15886,243,136,66,1355.2
53,0.16275,242,136,67,1355.4
54,0.16673,224,137,68,1355.8
55,0.17072,230,137,67,1355.8
56,0.17476,223,137,69,1356.2
57,0.17876,230,137,69,1356.4
58,0.18284,237,137,69,1356.8
59,0.18695,239,137,70,1357
60,0.19114,240,138,70,1357.2
61,0.19538,240,138,72,1357.4
62,0.19967,245,138,71,1357.8
63,0.20389,243,138,71,1358
64,0.20817,241,139,71,1358.2
65,0.21237,240,139,71,1358.6
66,0.21659,238,139,71,1358.8
67,0.22077,276,140,68,1359.2
68,0.22496,235,140,72,1359.4
69,0.22911,246,140,72,1359.6
70,0.23321,237,140,69,1359.8
71,0.23736,243,140,69,1360
72,0.24149,243,140,70,1360.6
73,0.2457,250,141,72,1360.8
74,0.24994,221,141,72,1361.2
75,0.25426,239,141,73,1361.4
76,0.25854,225,141,73,1361.8
77,0.26292,225,142,73,1362
78,0.2673,212,142,73,1362.2
79,0.27164,208,142,72,1362.4
80,0.27593,206,142,73,1362.8
81,0.28021,218,142,71,1363
82,0.2844,235,142,71,1363.4
83,0.28861,221,142,71,1363.6
84,0.29279,214,142,72,1363.8
85,0.29699,218,142,72,1364
86,0.30122,232,142,72,1364.2
87,0.30549,232,142,72,1364.4
88,0.30975,234,142,72,1364.6
89,0.31398,223,142,72,1365
90,0.31822,0,142,73,1365.2
91,0.32246,0,142,73,1365.4
92,0.32674,0,142,73,1365.8
93,0.33102,0,142,73,1366
94,0.33525,56,142,53,1366.2
95,0.33943,226,142,70,1366.4
96,0.34357,239,142,70,1366.8
97,0.34779,239,142,71,1367
98,0.35206,229,141,71,1367.2
99,0.35635,236,141,72,1367.4
100,0.36065,249,141,73,1368
101,0.36499,253,141,73,1368.2
102,0.36935,253,141,74,1368.6
103,0.37369,236,141,70,1368.8
104,0.37804,246,141,74,1369
105,0.38242,240,141,73,1369.4
106,0.38681,245,141,73,1369.6
107,0.39117,245,141,73,1369.8
108,0.39551,246,141,74,1370
109,0.39983,254,142,72,1370.2
110,0.4041,254,141,72,1370.6
111,0.40839,239,142,72,1371
112,0.41268,239,141,72,1371.2
113,0.41705,237,142,73,1371.6
114,0.42137,233,142,73,1371.8
115,0.42567,233,142,73,1372
116,0.42988,240,142,73,1372.2
117,0.43412,227,142,73,1372.4
118,0.4384,235,142,73,1372.8
119,0.44278,225,142,76,1373
120,0.44728,232,143,78,1373.2
121,0.45188,246,143,76,1373.4
122,0.45645,230,143,76,1373.8
123,0.46098,230,143,76,1374
124,0.46538,242,143,75,1374.4
125,0.46979,258,143,74,1374.6
126,0.47413,229,144,73,1375
127,0.4785,273,143,75,1375.2
128,0.4829,243,144,74,1375.6
129,0.48731,235,144,75,1375.8
130,0.49167,239,143,72,1376.4
131,0.49598,230,144,73,1376.6
132,0.50028,247,144,74,1376.8
133,0.50458,272,144,73,1377
134,0.50887,275,144,65,1377.4
135,0.51319,299,144,63,1377.6
136,0.51757,267,144,62,1377.8
137,0.52207,287,144,62,1378.2
138,0.52659,287,144,64,1378.4
139,0.53124,290,144,66,1378.6
140,0.53589,301,144,67,1379
141,0.54068,282,144,68,1379.2
142,0.54559,269,144,68,1379.6
143,0.55049,273,144,68,1380
144,0.55533,261,144,68,1380.2
145,0.56015,273,144,67,1380.4
146,0.56501,267,145,67,1380.6
147,0.56984,272,145,67,1381
148,0.57464,272,145,67,1381.2
149,0.57936,275,145,68,1381.4
150,0.5841,283,145,66,1381.8
151,0.58888,296,145,66,1382.2
152,0.59366,275,145,66,1382.6
153,0.59844,269,145,67,1382.8
154,0.60324,273,145,66,1383.2
155,0.60808,288,145,66,1383.4
156,0.61288,288,145,67,1383.8
157,0.61756,291,145,67,1384.2
158,0.62224,291,145,66,1385
159,0.62694,276,145,65,1385.2
160,0.63165,285,146,67,1385.6
161,0.63638,277,146,65,1386
162,0.64104,273,146,66,1386.2
163,0.64567,271,146,65,1386.4
164,0.6504,247,146,65,1386.8
165,0.65499,243,146,65,1387.2
166,0.65969,241,146,66,1387.4
167,0.66425,230,146,66,1387.8
168,0.66896,230,147,65,1388.2
169,0.6736,241,146,66,1388.4
170,0.67837,242,146,69,1388.6
171,0.68318,315,146,71,1389
172,0.68797,244,146,70,1389.4
173,0.69285,196,146,74,1389.6
174,0.69778,251,146,73,1389.8
175,0.70256,242,146,74,1390.2
176,0.70728,247,146,73,1390.4
177,0.71191,262,146,70,1390.6
178,0.71646,282,146,70,1390.8
179,0.72095,257,146,69,1391.2
180,0.72537,260,146,67,1391.4
181,0.72972,267,146,67,1391.6
182,0.73405,267,145,67,1392
183,0.73833,278,145,67,1392.2
184,0.74265,271,145,66,1392.6
185,0.74685,268,144,66,1392.8
186,0.75108,269,144,65,1393
187,0.75531,275,144,65,1393.6
188,0.75957,275,143,65,1394
189,0.76382,281,143,66,1394.4
190,0.76804,280,143,65,1394.6
191,0.77226,287,144,66,1395
192,0.7764,295,144,65,1395.2
193,0.78056,287,144,65,1395.6
194,0.78468,277,144,64,1395.8
195,0.7888,275,145,63,1396.2
196,0.79278,285,145,64,1396.6
197,0.79689,278,145,63,1397
198,0.80102,288,146,63,1397.4
199,0.80495,291,146,63,1397.6
200,0.80894,248,146,62,1398
201,0.81291,271,146,62,1398.2
202,0.81695,268,147,62,1398.6
203,0.82093,268,147,62,1398.8
204,0.82493,273,147,62,1399.2
205,0.82889,243,148,66,1399.6
206,0.83277,264,148,66,1400
207,0.83664,256,148,66,1400.2
208,0.84046,256,148,67,1400.6
209,0.84436,253,148,66,1401
210,0.84823,257,149,68,1401.2
211,0.85226,238,148,67,1401.6
212,0.85619,253,148,70,1401.8
213,0.8603,253,149,68,1402
214,0.86423,273,148,68,1402.4
215,0.86811,264,149,66,1402.8
216,0.87204,271,149,67,1403.4
217,0.87583,281,149,67,1403.6
218,0.87966,245,149,66,1403.8
219,0.88357,257,149,67,1404.2
220,0.88742,241,150,68,1404.4
221,0.89133,232,150,69,1404.8
222,0.89532,262,150,69,1405
223,0.89932,262,150,68,1405.4
224,0.9033,256,150,68,1405.6
225,0.90725,294,150,69,1405.8
226,0.91112,300,150,66,1406.2
227,0.91494,311,150,65,1406.6
228,0.91873,326,150,65,1406.8
229,0.92243,311,150,63,1407
230,0.92606,295,150,62,1407.4
231,0.92961,310,150,60,1407.8
232,0.93311,310,150,59,1408
233,0.93664,294,151,60,1408.2
234,0.94019,296,150,61,1408.6
235,0.94378,276,151,60,1408.8
236,0.94736,271,150,61,1409.2
237,0.95099,259,151,62,1409.6
238,0.95468,272,150,63,1410
239,0.95836,258,151,62,1410.2
240,0.96198,246,151,62,1410.6
241,0.96556,246,151,61,1411
242,0.9691,239,151,61,1411.4
243,0.9727,239,151,61,1411.6
244,0.97628,248,151,61,1412
245,0.97986,254,151,61,1412.4
246,0.9834,262,151,62,1412.6
247,0.98697,244,151,62,1412.8
248,0.99052,244,151,62,1413.2
249,0.99421,251,151,63,1413.6
250,0.99785,250,151,62,1414
251,1.00151,263,151,63,1414.4
252,1.00517,265,151,63,1414.8
253,1.00887,265,151,63,1415
254,1.01257,259,151,64,1415.2
255,1.01627,240,152,63,1415.6
256,1.01998,247,152,63,1416
257,1.02371,259,151,63,1416.4
258,1.02745,259,151,64,1416.8
259,1.03117,242,152,63,1417.2
260,1.03487,250,151,63,1417.4
261,1.03852,258,152,63,1417.8
262,1.04224,237,151,63,1418
263,1.04596,257,151,64,1418.2
264,1.04968,242,151,63,1418.6
265,1.05338,249,151,63,1418.8
266,1.05709,248,151,62,1419
267,1.06074,270,151,62,1419.4
268,1.06446,270,151,62,1419.6
269,1.06817,264,151,63,1420
270,1.07189,263,151,62,1420.2
271,1.07559,250,151,62,1420.6
272,1.07925,251,151,62,1421
273,1.08282,251,151,61,1421.2
274,1.08636,252,151,60,1421.8
275,1.08992,256,151,60,1422
276,1.09346,255,151,59,1422.2
277,1.09703,252,151,59,1422.4
278,1.10063,252,152,62,1422.8
279,1.10432,262,151,62,1423.2
280,1.10802,253,151,63,1423.4
281,1.11178,251,151,63,1423.8
282,1.11552,246,151,63,1424
283,1.11926,265,151,63,1424.2
284,1.12304,252,151,64,1424.4
285,1.12688,267,151,64,1424.6
