secs,km,power,hr,cad,alt
0,0,358,140,75,0
1,0.00849,386,140,85,0
2,0.01663,383,141,90,0
3,0.02467,291,141,94,0
4,0.03308,266,142,96,0
5,0.0409,280,142,97,0
6,0.04955,279,143,99,0
7,0.05706,262,143,99,0
8,0.06557,246,143,99,0
9,0.07358,212,144,100,0
10,0.08215,184,144,99,0
11,0.08983,182,143,99,0
12,0.09719,184,144,99,0.4
13,0.10504,173,143,97,0.4
14,0.1118,135,144,95,0.4
15,0.11762,0,143,66,0.4
16,0.12241,0,143,0,0.4
17,0.12646,0,142,0,0.4
18,0.12891,0,140,0,0.4
19,0.13133,0,138,0,0.4
20,0.13381,0,134,0,0.4
21,0.13652,0,132,0,0.4
22,0.14076,0,130,0,0.4
23,0.14497,452,130,48,0.4
24,0.14946,409,130,52,0.4
25,0.15415,416,130,59,0.4
26,0.15956,411,131,66,0.4
27,0.16542,482,132,77,0.4
28,0.17277,465,132,82,0.4
29,0.17866,368,133,78,0.4
30,0.18381,312,135,81,0.4
31,0.18903,292,136,87,0.4
32,0.19502,305,137,91,0.4
33,0.20155,276,139,93,0.4
34,0.20818,271,139,94,0.4
35,0.21478,279,140,95,0.4
36,0.22186,260,141,95,0.4
37,0.22838,239,141,95,0.4
38,0.23512,234,141,95,0.4
39,0.24191,245,142,95,0.4
40,0.24919,230,142,95,0.4
41,0.25579,219,143,95,0.4
42,0.26251,244,143,96,0.4
43,0.26924,238,143,95,0.4
44,0.27621,237,143,95,0.4
45,0.28305,227,143,95,0.4
46,0.28979,227,143,95,0.4
47,0.29701,259,144,95,0.4
48,0.30414,276,144,96,0.4
49,0.3113,269,144,95,0.4
50,0.31837,251,144,95,0.4
51,0.32723,199,143,89,0.4
52,0.33468,248,143,84,0.4
53,0.34164,295,143,90,0.4
54,0.34898,305,142,92,0.4
55,0.35602,313,142,97,0.4
56,0.36302,282,142,97,0.4
57,0.37026,273,141,97,0.4
58,0.37742,239,142,97,0.4
59,0.38424,255,142,97,0.4
60,0.3911,264,142,98,0.4
61,0.39807,232,143,97,0.4
62,0.40488,250,143,97,0.4
63,0.41161,244,144,98,0.4
64,0.41872,237,144,98,0.4
65,0.42517,236,144,98,0.4
67,0.43786,248,145,96,0.4
68,0.44483,235,144,96,0.4
69,0.45171,261,144,96,0.4
70,0.45899,249,144,96,0.4
71,0.46605,253,144,96,0.4
72,0.47323,260,143,96,0.4
73,0.48031,263,143,96,0.4
74,0.48739,269,142,96,0.4
75,0.49462,256,142,96,0.4
76,0.50184,242,141,96,0.4
77,0.50884,253,140,95,0.4
78,0.51625,269,140,95,0.4
79,0.52331,265,140,96,0.4
80,0.53019,263,140,96,0.4
81,0.53685,267,141,96,0.4
82,0.54348,264,141,96,0.4
83,0.54998,251,141,96,0.4
84,0.55681,238,142,96,0.4
85,0.56307,229,142,95,0.4
86,0.57023,232,142,94,0.4
87,0.57709,237,141,94,0.4
88,0.5838,208,141,93,0.4
89,0.59049,201,141,92,0.4
90,0.59652,0,140,69,0.4
91,0.6022,0,139,0,0.4
92,0.60727,0,136,0,0.4
93,0.61112,0,133,0,0.4
94,0.61544,0,130,0,0.4
95,0.62067,503,129,63,0.4
96,0.62654,450,129,67,0.4
97,0.63258,450,130,70,0.4
98,0.63859,0,130,35,0.4
99,0.64478,0,130,0,0.4
100,0.651,0,130,0,0.4
101,0.65748,0,130,0,0.4
102,0.66355,0,129,0,0.4
103,0.66868,0,127,0,0.4
104,0.67316,0,126,0,0.4
105,0.67655,0,125,0,0.4
106,0.67868,0,123,0,0.4
107,0.67939,0,122,0,0.4
108,0.67986,0,119,0,0.4
110,0.67986,0,118,0,0.4
111,0.68397,756,119,64,0.4
112,0.68927,724,120,66,0.4
113,0.69528,644,121,71,0.4
114,0.70208,600,124,79,0.4
115,0.70891,581,126,84,0.4
116,0.71594,421,127,83,0.4
117,0.72297,362,131,85,0.4
118,0.73018,284,132,92,0.4
119,0.7369,289,134,94,0.4
120,0.74422,247,136,95,0.4
121,0.75113,222,138,95,0.4
122,0.75861,199,138,96,0.4
123,0.76556,206,139,94,0.4
124,0.77242,206,139,91,0.4
125,0.77906,0,139,45,0.4
126,0.78631,341,138,92,0.4
127,0.79369,319,139,94,0.4
128,0.80132,330,139,101,0.4
129,0.80898,308,139,102,0.4
130,0.81644,280,139,103,0.4
131,0.824,292,140,104,0.4
132,0.83189,281,141,103,0.4
133,0.83953,269,142,99,0.4
134,0.84699,274,143,98,0.4
135,0.85503,278,144,97,0.4
136,0.86294,271,145,97,0.4
137,0.87069,259,146,97,0.4
138,0.87887,276,147,97,0.4
139,0.88682,267,148,98,0.4
140,0.89454,282,148,98,0.4
141,0.90235,259,149,99,0.4
142,0.91041,259,150,99,0.4
143,0.91891,271,150,100,0.4
144,0.92662,262,151,99,0.4
145,0.93518,268,152,96,0.4
146,0.94402,254,152,94,0.4
147,0.95264,253,153,94,0.4
148,0.96154,235,153,94,0.4
149,0.97047,247,153,94,0.4
150,0.97943,249,154,94,0.4
151,0.9878,259,153,94,0.4
152,0.99646,260,154,95,0.4
153,1.00531,242,154,94,0.4
154,1.01346,254,153,94,0.4
155,1.02225,248,154,95,0.4
156,1.03074,249,153,95,0.4
157,1.0394,237,153,96,0.4
158,1.04786,247,154,96,0.4
159,1.05606,250,154,96,0.4
160,1.06552,244,153,97,0.4
161,1.07432,256,153,96,0.4
162,1.0827,250,153,97,0.4
163,1.09174,242,152,97,0.4
164,1.10094,232,152,97,0.4
165,1.10973,254,152,97,0.4
166,1.11834,235,152,97,0.4
167,1.12607,239,152,98,0.4
168,1.13523,235,152,97,0.4
169,1.1445,245,151,98,0.4
170,1.153,237,151,98,0.4
171,1.16189,247,151,98,0.4
172,1.17111,249,150,98,0.4
173,1.1802,250,150,98,0.4
174,1.18905,260,150,97,0.4
175,1.19737,264,150,97,0.4
176,1.20589,256,150,98,0.4
177,1.21507,244,150,97,0.4
178,1.22389,262,149,97,0.4
179,1.23271,278,149,97,0.4
180,1.2417,272,149,97,0.4
181,1.25094,274,148,96,0.4
182,1.26007,278,148,96,0.4
183,1.26895,293,148,96,0.4
184,1.27774,283,148,95,0.4
185,1.28692,281,149,95,0.4
186,1.29587,272,149,95,0.4
187,1.30421,269,149,94,0.4
188,1.31278,279,149,93,0.4
189,1.32111,274,149,92,0.4
190,1.32973,273,149,92,0.4
191,1.33877,274,149,92,0.4
192,1.3471,276,149,92,0.4
193,1.35517,266,149,93,0.4
194,1.36363,265,149,93,0.4
195,1.3721,254,149,93,0.4
196,1.38103,274,149,93,0.4
197,1.38954,271,149,93,0.4
198,1.39792,272,149,93,0.4
199,1.40633,270,148,93,0.4
200,1.41317,247,147,93,0.4
201,1.42234,221,146,93,0.4
202,1.43008,239,145,92,0.4
203,1.43904,239,145,92,0.4
204,1.44707,243,144,91,0.4
205,1.45527,240,144,90,0.4
206,1.46262,245,143,90,0.4
207,1.46953,246,143,91,0.4
208,1.47631,253,143,90,0.4
209,1.48331,283,144,90,0.4
210,1.49008,262,144,94,0.4
211,1.4983,262,144,97,0.4
212,1.50626,276,144,99,0.4
213,1.51419,275,144,99,0.4
214,1.52249,300,143,99,0.4
215,1.53076,296,143,99,0.4
216,1.53842,263,143,99,0.4
217,1.54645,263,143,98,0.4
218,1.55437,272,144,98,0.4
219,1.56218,270,144,97,0.4
220,1.57035,275,144,97,0.4
221,1.57807,273,144,98,0.4
222,1.58608,290,145,97,0.4
223,1.59396,311,145,98,0.4
224,1.60196,308,145,99,0.4
225,1.60992,295,146,99,0.4
226,1.61779,278,146,98,0.4
227,1.62564,266,147,98,0.4
228,1.63339,273,147,98,0.4
229,1.64125,281,148,98,0.4
230,1.64918,279,148,98,0.4
231,1.65701,266,148,99,0.4
232,1.66519,272,148,99,0.4
233,1.67339,276,148,99,0.4
234,1.68197,273,148,99,0.4
235,1.68996,277,148,99,0.4
236,1.69785,263,148,98,0.4
237,1.70519,272,148,97,0.4
238,1.71263,276,148,97,0.4
239,1.72034,276,148,97,0.4
240,1.72813,260,148,98,0.4
241,1.7356,271,148,97,0.4
242,1.74329,268,148,97,0.4
243,1.75069,259,148,96,0.4
244,1.75822,267,148,96,0.4
245,1.76572,264,148,96,0.4
246,1.77356,270,147,96,0.4
247,1.78125,273,147,96,0.4
248,1.78875,273,146,96,0.4
249,1.7965,272,146,95,0.4
250,1.80425,270,146,95,0.4
251,1.81223,267,146,95,0.4
252,1.81967,265,146,95,0.4
253,1.82712,287,146,95,0.4
254,1.83482,290,146,95,0.4
255,1.84285,292,146,95,0.4
256,1.85054,294,146,95,0.4
257,1.85841,276,146,95,0.4
258,1.86624,286,147,95,0.4
259,1.87388,283,147,95,0.4
260,1.88176,278,146,95,0.4
261,1.88956,276,146,95,0.4
262,1.89702,272,146,95,0.4
263,1.90479,272,146,95,0.4
264,1.91275,266,146,95,0.4
265,1.92051,257,146,95,0.4
266,1.92856,255,146,95,0.4
267,1.93616,270,146,95,0.4
268,1.94381,268,146,95,0.4
269,1.95111,271,146,94,0.4
270,1.9587,279,146,93,0.4
271,1.96623,279,146,93,0.4
272,1.97364,287,146,93,0.4
273,1.981,284,147,92,0.4
274,1.98844,303,147,92,0.4
275,1.99583,301,147,93,0.8
276,2.00333,308,147,92,1.2
277,2.0105,297,148,92,1.6
278,2.01811,298,148,93,2
279,2.02545,293,149,93,2.4
280,2.03306,293,149,93,2.4
281,2.04035,280,149,93,2.4
282,2.04761,271,149,93,2.4
283,2.05505,272,149,94,2.4
284,2.06301,263,149,94,2.4
285,2.0703,239,149,94,2.4
286,2.07824,229,148,94,2.4
287,2.08547,235,148,93,2.4
288,2.09311,220,148,93,2.4
289,2.1004,198,147,93,2.4
290,2.10771,181,147,92,2.4
291,2.11414,155,146,90,2.4
292,2.12111,118,146,84,2.4
293,2.12785,114,145,82,2.4
294,2.13461,83,142,78,2.4
295,2.1401,74,140,73,2.4
296,2.14613,74,138,71,2.4
297,2.15127,0,136,35,2.4
298,2.15402,0,134,0,2.4
299,2.15552,0,131,0,2.4
320,2.15552,236,102,37,2.4
321,2.15848,294,104,39,2.4
322,2.16229,352,105,45,2.4
323,2.16694,439,105,57,2.4
324,2.17249,588,105,70,2.4
325,2.17872,541,105,77,2.4
326,2.18527,534,105,84,2.4
327,2.19208,536,105,87,2.4
328,2.2035,499,105,91,2.4
329,2.21222,456,107,97,2.4
330,2.22099,323,116,97,2.4
331,2.22961,289,126,98,2.4
332,2.23779,263,131,98,2.4
333,2.2458,250,137,98,2.4
334,2.25408,265,140,97,2.4
335,2.26202,232,142,96,2.4
336,2.27011,232,145,97,2.4
337,2.27916,253,147,98,2.4
338,2.28577,238,148,98,2.4
339,2.29356,218,149,97,2.4
340,2.30176,239,149,97,2.4
341,2.30963,236,150,97,2.4
342,2.31759,261,150,97,2.4
343,2.32547,253,150,97,2.4
344,2.33297,233,151,96,2.4
345,2.34086,221,151,96,2.4
346,2.34926,231,151,96,2.4
347,2.35737,257,152,97,2.4
348,2.36569,256,152,98,2.4
349,2.37393,255,152,98,2.4
350,2.38186,240,153,98,2.4
351,2.39029,256,153,98,2.4
352,2.39877,239,154,98,2.4
353,2.40671,249,154,98,2.4
354,2.41478,250,154,98,2.4
355,2.42296,242,154,97,2.4
356,2.43121,279,154,97,2.4
357,2.43929,262,155,97,2.4
358,2.44741,265,155,97,2.4
359,2.45583,255,154,97,2.4
360,2.46393,257,154,98,2.4
361,2.47192,262,154,98,2.4
362,2.47988,253,154,97,2.4
363,2.4879,244,155,97,2.4
364,2.496,245,154,97,2.4
365,2.5039,248,154,97,2.4
366,2.51174,263,154,97,2.4
367,2.51959,261,154,97,2.4
368,2.5274,251,154,97,2.4
369,2.53528,248,153,96,2.4
370,2.54309,266,153,96,2.4
371,2.55107,269,153,97,2.4
372,2.55928,282,152,97,2.4
373,2.5674,268,152,98,2.4
374,2.57558,246,152,98,2.4
375,2.58334,252,152,98,2.4
376,2.59152,260,152,98,2.4
377,2.60006,258,151,99,2.4
378,2.60804,241,152,100,2.4
379,2.6161,239,151,99,2.4
380,2.62422,229,151,99,2.4
381,2.63189,241,151,99,2.4
382,2.64049,270,151,99,2.4
383,2.64892,278,150,101,2.4
384,2.65752,261,150,101,2.4
385,2.66599,264,150,102,2.4
386,2.67436,239,150,103,2.4
387,2.68287,239,150,103,2.4
388,2.69156,243,150,103,2.4
389,2.7007,246,149,103,2.4
390,2.70882,241,149,103,2.4
391,2.71694,242,150,103,2.4
392,2.72539,264,149,102,2.4
393,2.7331,255,149,102,2.4
394,2.7415,250,149,101,2.4
395,2.74977,245,148,101,2.4
396,2.75776,262,148,100,2.4
397,2.76566,261,147,99,2.4
398,2.77334,273,146,99,2.4
399,2.78159,270,145,100,2.4
400,2.78975,273,145,99,2.4
401,2.79799,260,145,99,2.4
402,2.80593,283,145,100,2.4
403,2.81382,264,145,99,2.4
404,2.82186,251,145,98,2.4
405,2.82975,263,146,99,2.4
406,2.83795,260,147,99,2.4
407,2.84585,256,147,98,2.4
408,2.85364,249,148,99,2.4
409,2.86161,256,148,98,2.4
410,2.8697,251,148,99,2.4
411,2.8776,261,148,98,2.4
412,2.88551,261,147,98,2.4
413,2.89325,262,147,97,2.4
414,2.90124,255,147,97,2.4
415,2.90899,242,146,96,2.4
416,2.91673,230,146,96,2.4
417,2.92428,240,145,95,2.4
418,2.93203,249,145,95,2.4
419,2.9395,241,145,94,2.4
420,2.94695,243,144,94,2.4
421,2.95494,259,143,95,2.4
422,2.9626,267,143,95,2.4
423,2.9703,274,142,96,2.4
424,2.9781,262,142,96,2.4
425,2.98575,261,142,96,2.4
426,2.99362,260,143,96,2.4
427,3.00142,260,143,96,2.4
428,3.00904,259,143,96,2.4
429,3.01669,268,144,96,2.4
430,3.02442,264,144,95,2.4
431,3.03208,272,145,95,2.4
432,3.03974,258,145,95,2.4
433,3.0474,257,145,95,2.4
434,3.05504,264,145,94,2.4
435,3.06243,264,144,95,2.4
436,3.0703,254,145,95,2.4
437,3.0782,240,145,96,2.4
438,3.08579,240,145,96,2.4
439,3.09355,246,145,96,2.4
440,3.10081,253,145,96,2.4
441,3.10839,235,145,95,2.4
442,3.11591,248,145,95,2.4
443,3.12329,243,145,94,2.4
444,3.13064,253,145,94,2.4
445,3.13824,246,145,94,2.4
446,3.14533,264,145,93,2.4
447,3.15298,250,145,93,2.8
448,3.16029,258,145,93,3.4
449,3.16789,260,145,93,3.8
450,3.17523,255,145,93,4.2
451,3.18293,257,144,93,4.6
452,3.19057,260,144,93,4.6
453,3.19778,268,144,93,4.6
454,3.20555,260,144,93,4.6
455,3.21275,251,143,93,4.6
456,3.22057,262,143,93,4.6
457,3.22784,264,143,93,4.6
458,3.23525,258,143,93,4.6
459,3.24259,249,143,93,4.6
460,3.24985,256,143,93,4.6
461,3.25752,250,142,92,4.6
462,3.26502,259,143,92,4.6
463,3.27265,265,142,92,4.6
464,3.27977,265,142,93,4.6
465,3.28726,257,142,93,4.6
466,3.29487,253,142,92,4.6
467,3.30219,252,141,92,4.6
468,3.30973,253,141,93,4.6
469,3.31728,251,141,92,4.6
